raw_finding_id,scenario_id,family_id,context_variant,check_id,resource,file_path,severity_raw,check_name
9771de2afa844486,CTX-09-B,CTX-09,context_b,CKV2_AWS_11,aws_vpc.target,/CTX-09/context_b/main.tf,,Ensure VPC flow logging is enabled in all VPCs
d3c9f7d0427c86c3,CTX-01-A,CTX-01,context_a,CKV2_AWS_64,aws_kms_key.s3_access_logs_key,/CTX-01/context_a/main.tf,,Ensure KMS key Policy is defined
16163ac6b892d4b9,CTX-01-A,CTX-01,context_a,CKV2_AWS_64,aws_kms_key.s3_main_key,/CTX-01/context_a/main.tf,,Ensure KMS key Policy is defined
c4bc0f2e40a441d8,CTX-01-B,CTX-01,context_b,CKV2_AWS_64,aws_kms_key.s3_access_logs_key,/CTX-01/context_b/main.tf,,Ensure KMS key Policy is defined
dbd013d39f72a787,CTX-01-B,CTX-01,context_b,CKV2_AWS_64,aws_kms_key.s3_main_key,/CTX-01/context_b/main.tf,,Ensure KMS key Policy is defined
609726ff6b123074,CTX-08-A,CTX-08,context_a,CKV2_AWS_64,aws_kms_key.target,/CTX-08/context_a/main.tf,,Ensure KMS key Policy is defined
5530f3471d2e8293,CTX-08-B,CTX-08,context_b,CKV2_AWS_64,aws_kms_key.target,/CTX-08/context_b/main.tf,,Ensure KMS key Policy is defined
92933b1353821a99,CTX-03-A,CTX-03,context_a,CKV2_AWS_12,aws_vpc.main,/CTX-03/context_a/main.tf,,Ensure the default security group of every VPC restricts all traffic
6402e86f48f1397a,CTX-03-B,CTX-03,context_b,CKV2_AWS_12,aws_vpc.main,/CTX-03/context_b/main.tf,,Ensure the default security group of every VPC restricts all traffic
0695cf04ca590232,CTX-04-A,CTX-04,context_a,CKV2_AWS_12,aws_vpc.main,/CTX-04/context_a/main.tf,,Ensure the default security group of every VPC restricts all traffic
c473c2b5535ac660,CTX-04-B,CTX-04,context_b,CKV2_AWS_12,aws_vpc.main,/CTX-04/context_b/main.tf,,Ensure the default security group of every VPC restricts all traffic
56de22cd2b0c111f,CTX-09-A,CTX-09,context_a,CKV2_AWS_12,aws_vpc.target,/CTX-09/context_a/main.tf,,Ensure the default security group of every VPC restricts all traffic
02d65e4b82d7f47c,CTX-09-B,CTX-09,context_b,CKV2_AWS_12,aws_vpc.target,/CTX-09/context_b/main.tf,,Ensure the default security group of every VPC restricts all traffic
7b59e1e3a52f08fc,CTX-06-A,CTX-06,context_a,CKV2_AWS_6,aws_s3_bucket.target,/CTX-06/context_a/main.tf,,Ensure that S3 bucket has a Public Access block
2c4453a7536e51bb,CTX-06-B,CTX-06,context_b,CKV2_AWS_6,aws_s3_bucket.target,/CTX-06/context_b/main.tf,,Ensure that S3 bucket has a Public Access block
0f9325a67fe6fa48,CTX-10-A,CTX-10,context_a,CKV2_AWS_6,aws_s3_bucket.logs,/CTX-10/context_a/main.tf,,Ensure that S3 bucket has a Public Access block
484766021ac47db8,CTX-10-A,CTX-10,context_a,CKV2_AWS_6,aws_s3_bucket.target,/CTX-10/context_a/main.tf,,Ensure that S3 bucket has a Public Access block
aedbdbbc5713aa71,CTX-10-B,CTX-10,context_b,CKV2_AWS_6,aws_s3_bucket.logs,/CTX-10/context_b/main.tf,,Ensure that S3 bucket has a Public Access block
abe19e56a0cff0ce,CTX-10-B,CTX-10,context_b,CKV2_AWS_6,aws_s3_bucket.target,/CTX-10/context_b/main.tf,,Ensure that S3 bucket has a Public Access block
3c8a5e604ac41e37,CTX-06-A,CTX-06,context_a,CKV_AWS_21,aws_s3_bucket.target,/CTX-06/context_a/main.tf,,Ensure all data stored in the S3 bucket have versioning enabled
4916532a3eecab3e,CTX-06-B,CTX-06,context_b,CKV_AWS_21,aws_s3_bucket.target,/CTX-06/context_b/main.tf,,Ensure all data stored in the S3 bucket have versioning enabled
72f70bc7ecd300fa,CTX-10-A,CTX-10,context_a,CKV_AWS_21,aws_s3_bucket.logs,/CTX-10/context_a/main.tf,,Ensure all data stored in the S3 bucket have versioning enabled
2bea10de17df584e,CTX-10-A,CTX-10,context_a,CKV_AWS_21,aws_s3_bucket.target,/CTX-10/context_a/main.tf,,Ensure all data stored in the S3 bucket have versioning enabled
